dorothy_and_wizard_oz_01_f000001|To My Readers.|To My Readers.
dorothy_and_wizard_oz_11_f000060|They all wore short wooden wings which were fastened to their wooden bodies by means of wooden hinges with wooden screws, and with these wings they flew swiftly and noiselessly here and there,|They all wore short wooden wings which were fastened to their wooden bodies by means of wooden hinges with wooden screws, and with these wings they flew swiftly and noiselessly here and there,
dorothy_and_wizard_oz_11_f000061|their legs being of little use to them.|their legs being of little use to them.
dorothy_and_wizard_oz_11_f000062|This noiseless motion was one of the most peculiar things about the Gargoyles. They made no sounds at all, either in flying or trying to speak,|This noiseless motion was one of the most peculiar things about the Gargoyles. They made no sounds at all, either in flying or trying to speak,
dorothy_and_wizard_oz_11_f000063|and they conversed mainly by means of quick signals made with their wooden fingers or lips.|and they conversed mainly by means of quick signals made with their wooden fingers or lips.
dorothy_and_wizard_oz_11_f000064|Neither was there any sound to be heard anywhere throughout the wooden country. The birds did not sing, nor did the cows moo; yet there was more than ordinary activity everywhere.|Neither was there any sound to be heard anywhere throughout the wooden country. The birds did not sing, nor did the cows moo; yet there was more than ordinary activity everywhere.
dorothy_and_wizard_oz_11_f000065|The group of these queer creatures which was discovered clustered near the stairs at first remained staring and motionless, glaring with evil eyes at the intruders who had so suddenly appeared in their land.|The group of these queer creatures which was discovered clustered near the stairs at first remained staring and motionless, glaring with evil eyes at the intruders who had so suddenly appeared in their land.
dorothy_and_wizard_oz_11_f000066|In turn the Wizard and the children, the horse and the kitten, examined the Gargoyles with the same silent attention.|In turn the Wizard and the children, the horse and the kitten, examined the Gargoyles with the same silent attention.
dorothy_and_wizard_oz_11_f000067|There's going to be trouble, I'm sure, remarked the horse. Unhitch those tugs, Zeb, and set me free from the buggy, so I can fight comfortably.|There's going to be trouble, I'm sure, remarked the horse. Unhitch those tugs, Zeb, and set me free from the buggy, so I can fight comfortably.
dorothy_and_wizard_oz_11_f000068|Jim's right, sighed the Wizard. There's going to be trouble, and my sword isn't stout enough to cut up those wooden bodies so I shall have to get out my revolvers.|Jim's right, sighed the Wizard. There's going to be trouble, and my sword isn't stout enough to cut up those wooden bodies so I shall have to get out my revolvers.
dorothy_and_wizard_oz_11_f000069|He got his satchel from the buggy and, opening it, took out two deadly looking revolvers that made the children shrink back in alarm just to look at.|He got his satchel from the buggy and, opening it, took out two deadly looking revolvers that made the children shrink back in alarm just to look at.
dorothy_and_wizard_oz_11_f000070|What harm can the Gurgles do? asked Dorothy. They have no weapons to hurt us with.|What harm can the Gurgles do? asked Dorothy. They have no weapons to hurt us with.
dorothy_and_wizard_oz_11_f000071|Each of their arms is a wooden club, answered the little man, and I'm sure the creatures mean mischief, by the looks of their eyes.|Each of their arms is a wooden club, answered the little man, and I'm sure the creatures mean mischief, by the looks of their eyes.
dorothy_and_wizard_oz_11_f000072|Even these revolvers can merely succeed in damaging a few of their wooden bodies, and after that we will be at their mercy.|Even these revolvers can merely succeed in damaging a few of their wooden bodies, and after that we will be at their mercy.
dorothy_and_wizard_oz_11_f000073|But why fight at all, in that case? asked the girl.|But why fight at all, in that case? asked the girl.
dorothy_and_wizard_oz_11_f000074|So I may die with a clear conscience, returned the Wizard, gravely.|So I may die with a clear conscience, returned the Wizard, gravely.
dorothy_and_wizard_oz_11_f000075|It's every man's duty to do the best he knows how; and I'm going to do it.|It's every man's duty to do the best he knows how; and I'm going to do it.
dorothy_and_wizard_oz_11_f000076|Wish I had an axe, said Zeb, who by now had unhitched the horse.|Wish I had an axe, said Zeb, who by now had unhitched the horse.
dorothy_and_wizard_oz_11_f000077|If we had known we were coming we might have brought along several other useful things, responded the Wizard. But we dropped into this adventure rather unexpectedly.|If we had known we were coming we might have brought along several other useful things, responded the Wizard. But we dropped into this adventure rather unexpectedly.
dorothy_and_wizard_oz_11_f000078|The Gargoyles had backed away a distance when they heard the sound of talking, for although our friends had spoken in low tones their words seemed loud in the silence surrounding them.|The Gargoyles had backed away a distance when they heard the sound of talking, for although our friends had spoken in low tones their words seemed loud in the silence surrounding them.
dorothy_and_wizard_oz_11_f000079|But as soon as the conversation ceased, the grinning, ugly creatures arose in a flock and flew swiftly toward the strangers, their long arms stretched out before them like the bowsprits of a fleet of sail-boats.|But as soon as the conversation ceased, the grinning, ugly creatures arose in a flock and flew swiftly toward the strangers, their long arms stretched out before them like the bowsprits of a fleet of sail-boats.
dorothy_and_wizard_oz_11_f000080|The horse had especially attracted their notice, because it was the biggest and strangest creature they had ever seen; so it became the center of their first attack.|The horse had especially attracted their notice, because it was the biggest and strangest creature they had ever seen; so it became the center of their first attack.
dorothy_and_wizard_oz_11_f000081|But Jim was ready for them, and when he saw them coming he turned his heels toward them and began kicking out as hard as he could. Crack!|But Jim was ready for them, and when he saw them coming he turned his heels toward them and began kicking out as hard as he could. Crack!
dorothy_and_wizard_oz_11_f000082|crash! bang! went his iron-shod hoofs against the wooden bodies of the Gargoyles, and they were battered right and left with such force that they scattered like straws in the wind.|crash! bang! went his iron-shod hoofs against the wooden bodies of the Gargoyles, and they were battered right and left with such force that they scattered like straws in the wind.
dorothy_and_wizard_oz_11_f000083|But the noise and clatter seemed as dreadful to them as Jim's heels, for all who were able swiftly turned and flew away to a great distance.|But the noise and clatter seemed as dreadful to them as Jim's heels, for all who were able swiftly turned and flew away to a great distance.
dorothy_and_wizard_oz_11_f000084|The others picked themselves up from the ground one by one and quickly rejoined their fellows, so for a moment the horse thought he had won the fight with ease.|The others picked themselves up from the ground one by one and quickly rejoined their fellows, so for a moment the horse thought he had won the fight with ease.
dorothy_and_wizard_oz_11_f000085|But the Wizard was not so confident.|But the Wizard was not so confident.
dorothy_and_wizard_oz_11_f000086|Those wooden things are impossible to hurt, he said, and all the damage Jim has done to them is to knock a few splinters from their noses and ears.|Those wooden things are impossible to hurt, he said, and all the damage Jim has done to them is to knock a few splinters from their noses and ears.
