skyisland_01_baum_64kb_f000003|BY L FRANK BAUM.|BY L FRANK BAUM.
skyisland_18_baum_64kb_f000067|so they all looked to Rosalie for advice.|so they all looked to Rosalie for advice.
skyisland_18_baum_64kb_f000068|Just as soon as we can get the army together and ready, decided the Witch. That will not take long. Perhaps two or three days.|Just as soon as we can get the army together and ready, decided the Witch. That will not take long. Perhaps two or three days.
skyisland_18_baum_64kb_f000069|Good! cried captain Bill, and the parrot screamed, Here's a lovely how-d'y'-do We're going to fight the Boolooroo!|Good! cried captain Bill, and the parrot screamed, Here's a lovely how-d'y'-do We're going to fight the Boolooroo!
skyisland_18_baum_64kb_f000070|We'll get the Six Snubnoses, too, And make 'em all feel mighty blue. Either that or the other thing, said Trot. Anyhow, we're in for it. End of chapter 18.|We'll get the Six Snubnoses, too, And make 'em all feel mighty blue. Either that or the other thing, said Trot. Anyhow, we're in for it. End of chapter eighteen.
skyisland_19_baum_64kb_f000001|This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.|This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.
skyisland_19_baum_64kb_f000002|Sky island by L Frank Baum. Chapter 19 THE WAR OF THE PINKS AND BLUES. Much to the surprise of the Earth people, the Pinkies made no objection whatever to undertaking the adventure.|Sky island by L Frank Baum. Chapter nineteen THE WAR OF THE PINKS AND BLUES. Much to the surprise of the Earth people, the Pinkies made no objection whatever to undertaking the adventure.
skyisland_19_baum_64kb_f000003|Their lives were so monotonous and uninteresting that they welcomed anything in the way of excitement.|Their lives were so monotonous and uninteresting that they welcomed anything in the way of excitement.
skyisland_19_baum_64kb_f000004|This march through the unknown Fog Bank to fight the unknown Blueskins aroused them to enthusiasm, and although the result of the expedition could not be foretold and some of them were almost certain to get hurt,|This march through the unknown Fog Bank to fight the unknown Blueskins aroused them to enthusiasm, and although the result of the expedition could not be foretold and some of them were almost certain to get hurt,
skyisland_19_baum_64kb_f000005|they did not hesitate to undertake the war.|they did not hesitate to undertake the war.
skyisland_19_baum_64kb_f000006|It appeared that Coralie was Captain of the Sunset Tribe and a man named Tintint the Captain of the Sunrise Tribe.|It appeared that Coralie was Captain of the Sunset Tribe and a man named Tintint the Captain of the Sunrise Tribe.
skyisland_19_baum_64kb_f000007|Tintint had a very pink skin and eyes so faded in their pink color that he squinted badly in order to see anything around him.|Tintint had a very pink skin and eyes so faded in their pink color that he squinted badly in order to see anything around him.
skyisland_19_baum_64kb_f000008|He was a fat and pompous little fellow and loved to strut up and down his line of warriors twirling his long, pointed stick so that all might admire him.|He was a fat and pompous little fellow and loved to strut up and down his line of warriors twirling his long, pointed stick so that all might admire him.
skyisland_19_baum_64kb_f000009|By Rosalie's advice the Army of Conquest consisted of one hundred Sunsets and one hundred Sunrises. Many more were eager to go, but the Witch thought that would be enough.|By Rosalie's advice the Army of Conquest consisted of one hundred Sunsets and one hundred Sunrises. Many more were eager to go, but the Witch thought that would be enough.
skyisland_19_baum_64kb_f000010|The warriors consisted of both men and women, equally divided, and there was no need to provide uniforms for them because their regular pink clothing was a distinctive uniform in itself.|The warriors consisted of both men and women, equally divided, and there was no need to provide uniforms for them because their regular pink clothing was a distinctive uniform in itself.
skyisland_19_baum_64kb_f000011|Each one bore a long, pointed stick as the main weapon and had two short, pointed sticks stuck in his belt.|Each one bore a long, pointed stick as the main weapon and had two short, pointed sticks stuck in his belt.
skyisland_19_baum_64kb_f000012|While the army was getting ready, Rosalie the Witch went to the central edge of the Fog Bank and fearlessly entered it. There she called for the King of the Giant Frogs,|While the army was getting ready, Rosalie the Witch went to the central edge of the Fog Bank and fearlessly entered it. There she called for the King of the Giant Frogs,
skyisland_19_baum_64kb_f000013|who came at her bidding, and the two held an earnest and long talk together.|who came at her bidding, and the two held an earnest and long talk together.
skyisland_19_baum_64kb_f000014|Meantime, captain Bill had the army assembled in the Court of the Statues, where Queen Mayre appeared and told the Pinkies that the sailorman was to be Commander in Chief of the Expedition and all must obey his commands.|Meantime, captain Bill had the army assembled in the Court of the Statues, where Queen Mayre appeared and told the Pinkies that the sailorman was to be Commander in Chief of the Expedition and all must obey his commands.
skyisland_19_baum_64kb_f000015|Then captain Bill addressed the army and told them what the Fog Bank was like. He advised them all to wear their raincoats over their pretty pink clothes so they would not get wet,|Then captain Bill addressed the army and told them what the Fog Bank was like. He advised them all to wear their raincoats over their pretty pink clothes so they would not get wet,
skyisland_19_baum_64kb_f000016|and he assured them that all the creatures to be met with in the Fog were perfectly harmless.|and he assured them that all the creatures to be met with in the Fog were perfectly harmless.
skyisland_19_baum_64kb_f000017|When we come to the Blue Country, though, he added, you're liable to be pretty busy. The Blueskins are tall and lanky, and ugly and fierce, and if they happen to capture you,|When we come to the Blue Country, though, he added, you're liable to be pretty busy. The Blueskins are tall and lanky, and ugly and fierce, and if they happen to capture you,
skyisland_19_baum_64kb_f000018|you'll all be patched, which is a deep disgrace and a uncomfortable mix-up.|you'll all be patched, which is a deep disgrace and a uncomfortable mix-up.
skyisland_19_baum_64kb_f000019|Will they throw us over the edge? asked Captain Tintint.|Will they throw us over the edge? asked Captain Tintint.
skyisland_19_baum_64kb_f000020|I don't think so, replied captain Bill. While I was there I never heard the edge mentioned. They're cruel enough to do that 'specially the Boolooroo but I guess they've never thought of throwin' folks over the edge.|I don't think so, replied captain Bill. While I was there I never heard the edge mentioned. They're cruel enough to do that 'specially the Boolooroo but I guess they've never thought of throwin' folks over the edge.
skyisland_19_baum_64kb_f000021|They fight with long cords that have weights on the ends, which coil 'round you and make you helpless in a jiffy; so whenever they throw them cords you mus' ward 'em off with your long sticks.|They fight with long cords that have weights on the ends, which coil 'round you and make you helpless in a jiffy; so whenever they throw them cords you mus' ward 'em off with your long sticks.
skyisland_19_baum_64kb_f000022|Don't let 'em wind around your bodies, or you're done for. He told them other things about the Blueskins, so they would not be frightened when they faced the enemy and found them so different in appearance from themselves,|Don't let 'em wind around your bodies, or you're done for. He told them other things about the Blueskins, so they would not be frightened when they faced the enemy and found them so different in appearance from themselves,
skyisland_19_baum_64kb_f000023|and also he assured them that the Pinkies were so much the braver and better armed that he had no doubt they would easily conquer.|and also he assured them that the Pinkies were so much the braver and better armed that he had no doubt they would easily conquer.
skyisland_19_baum_64kb_f000024|On the third day, just at sunrise, the army moved forward to the Fog Bank, headed by captain Bill, clad in an embroidered pink coat with wide,|On the third day, just at sunrise, the army moved forward to the Fog Bank, headed by captain Bill, clad in an embroidered pink coat with wide,
